price,carat,table,cut,color,clarity,size
1776,0.58,56.0,5,5,2,96.113402
15291,2.05,59.0,4,4,3,337.23648
1173,0.4,59.0,3,4,8,64.09108
2079,0.6,56.0,5,6,4,98.72784000000001
5937,1.14,60.0,4,3,4,186.117012
6424,1.04,56.0,3,4,4,168.48648
1766,0.62,60.0,4,5,3,101.40383599999998
1808,0.96,62.0,1,3,1,137.1168
903,0.31,57.0,5,6,7,51.222081
13702,1.62,58.0,4,4,4,264.301128
800,0.31,55.0,5,6,5,52.628400000000006
2068,0.57,57.0,5,6,5,93.704352
984,0.33,57.0,5,6,7,54.3105
15773,2.09,61.0,3,5,2,344.864
4101,1.11,54.0,5,1,2,182.14516
1694,0.53,57.0,5,7,4,86.46359700000001
505,0.32,55.0,5,3,4,53.2389
1433,0.38,56.0,5,6,8,63.26168799999999
1605,0.52,56.0,5,7,3,85.09962999999999
3666,0.9,61.0,2,2,5,136.11448
13134,2.0,61.0,4,3,2,328.60647000000006
2384,0.7,65.0,1,4,5,115.763088
1110,0.47,60.0,4,4,3,77.781308
5208,1.24,54.0,1,3,2,199.267224
2015,0.57,61.0,2,7,4,93.63863
595,0.25,56.0,5,5,5,41.948676
4234,0.9,57.0,2,3,5,142.251664
710,0.3,57.0,5,6,5,49.421907999999995
955,0.33,57.0,5,7,6,54.34777600000001
742,0.3,58.0,3,7,5,48.316125
6858,1.12,55.0,5,5,4,183.147528
1124,0.37,56.0,5,7,4,60.354828
13675,2.07,59.0,4,1,4,336.56735999999995
2052,0.71,58.0,3,2,4,115.33807999999998
612,0.32,58.0,4,4,3,51.79680000000002
1058,0.57,54.0,4,6,2,94.42214999999999
15959,1.52,59.0,4,4,7,247.85877600000003
1746,0.57,59.0,4,5,2,93.19505
833,0.37,60.0,4,4,4,59.938515
687,0.4,60.0,3,6,3,64.05984
5260,1.01,57.0,4,3,4,161.02965
796,0.39,56.0,5,6,4,64.109448
7080,1.2,56.0,3,2,7,190.11518
6476,1.26,58.0,5,3,3,204.76785
1766,0.5,54.0,5,4,6,83.42330500000001
9797,1.31,60.0,3,5,5,216.54808200000002
5028,1.01,57.0,5,3,4,165.99038400000003
17016,2.19,58.0,4,3,3,355.53465000000006
779,0.41,58.0,3,7,4,67.094104
802,0.31,58.0,4,4,5,50.549403999999996
6221,1.01,58.0,3,6,4,166.50415600000002
617,0.4,57.0,2,6,2,66.20795999999999
17403,2.01,57.0,5,3,3,328.2902700000001
432,0.3,57.0,5,4,3,48.953841999999995
6754,1.24,58.0,3,2,5,209.63712
6091,1.37,55.0,5,1,2,221.68055700000002
1334,0.44,57.0,5,6,6,72.76500000000001
438,0.23,59.0,3,4,6,38.899172
2969,0.8,57.0,5,4,4,135.20318
1024,0.42,56.0,5,6,4,68.71392
982,0.4,60.0,4,5,5,66.30729299999999
1812,0.58,58.0,4,6,3,94.032135
844,0.3,59.0,4,6,4,48.72667799999999
852,0.36,57.0,5,6,5,58.428892
934,0.46,53.4,5,4,3,76.17159000000001
2830,0.53,57.0,5,5,7,88.25677300000001
9046,1.37,59.0,3,3,5,221.80224000000004
5606,1.0,58.0,2,5,4,159.835328
675,0.3,58.0,4,2,6,49.29618400000001
813,0.44,57.0,3,2,5,71.53385399999999
15592,1.53,59.0,5,5,5,251.04988799999998
12369,2.01,59.0,4,1,3,317.4010559999999
13950,1.58,57.0,5,3,5,265.106925
1600,0.52,59.0,4,5,4,84.11392000000001
625,0.42,58.0,3,7,2,70.91022000000001
436,0.31,53.0,5,2,3,52.300160000000005
1991,0.59,53.0,4,4,5,98.73317999999999
1787,0.51,55.0,5,7,4,85.09962999999999
4802,0.71,56.0,5,6,7,115.41709800000001
5256,1.08,56.0,5,4,3,174.98193999999998
2967,0.7,56.0,3,6,5,115.1656
6187,1.0,60.0,2,4,5,161.62019999999998
5480,1.05,56.0,3,4,3,171.20914
1597,0.6,57.0,3,3,4,95.32376
3011,0.8,57.0,5,7,3,125.76622499999999
14061,2.03,54.0,5,2,2,340.3902
2650,0.72,56.0,5,2,4,118.72600000000001
3273,0.8,56.0,2,6,4,130.187904
1818,0.62,55.0,3,2,5,103.71515000000001
1792,0.55,62.0,4,4,5,90.393184
16131,1.73,57.0,5,5,5,281.70284399999997
16506,2.05,59.0,4,4,2,337.5776
13502,2.02,57.0,1,3,3,308.71302599999996
15430,2.47,57.0,5,1,2,395.39923200000004
868,0.4,58.0,3,5,5,65.52720000000001
1013,0.3,58.0,4,4,7,49.39108999999999
10078,1.52,60.0,2,3,3,245.23327999999998
1942,0.59,53.0,3,4,5,98.73317999999999
743,0.31,55.0,5,4,7,51.56054999999999
5579,1.35,63.0,3,2,2,221.93516800000003
2141,0.71,58.0,3,3,3,111.86676600000001
4503,1.03,60.0,4,5,2,166.20653599999997
3105,0.7,59.0,4,5,6,112.286476
879,0.38,57.0,5,4,6,62.488736
4678,0.9,56.0,5,5,4,148.42551999999998
1662,0.51,54.0,5,6,4,82.93670999999999
2938,0.71,59.0,3,3,7,113.72602499999999
9828,1.5,60.0,2,2,5,240.41318400000003
422,0.3,53.0,5,4,3,50.97168000000001
4133,0.9,57.0,4,6,2,148.563072
423,0.23,57.0,5,6,4,37.111424
583,0.27,62.0,5,5,6,44.94848599999999
1286,0.5,57.0,5,5,3,83.01924000000001
9798,1.03,56.0,5,7,6,170.52139
16304,2.4,58.0,4,1,3,397.06712500000003
2476,0.72,57.0,5,6,3,114.28445599999999
4914,1.17,56.0,4,3,2,189.547672
475,0.3,55.0,5,5,3,49.96944
2401,0.7,59.0,4,5,3,115.74313500000001
790,0.3,66.0,1,4,7,49.414932
1312,0.51,58.0,4,4,3,82.708938
1796,0.55,60.0,3,7,4,88.72500000000001
5613,1.2,58.0,5,3,2,194.613456
2165,0.71,65.0,2,2,3,112.419622
1807,0.77,58.0,3,1,3,126.326364
15707,2.01,61.0,4,2,3,319.359501
6271,1.01,58.0,4,5,4,157.37148
1061,0.41,59.0,4,4,4,67.04755199999998
1080,0.4,55.0,4,4,5,67.05199200000001
612,0.28,58.0,2,6,8,44.654619999999994
811,0.37,57.0,5,6,4,61.09402500000001
1250,0.5,60.0,3,5,3,82.127409
644,0.35,57.0,3,7,3,57.050535999999994
2386,0.71,61.0,4,4,3,112.46872800000001
1320,0.47,57.0,3,6,4,75.25385999999999
17005,2.01,54.0,3,5,2,326.670036
2323,0.66,59.0,3,3,7,109.91058
3382,1.02,56.0,5,4,1,166.86309200000002
5635,1.15,58.0,5,5,2,187.91325
936,0.32,56.0,5,3,7,52.062432
10241,1.16,58.0,5,7,5,187.89352399999999
4880,1.21,56.0,5,2,2,198.14286800000002
784,0.41,58.0,4,5,2,67.78848
11688,1.73,56.0,5,3,3,279.953466
4514,1.0,60.0,3,3,4,155.81535399999999
2633,0.71,57.0,5,7,2,116.17337599999999
17672,2.02,60.0,3,3,3,324.471888
526,0.3,60.0,4,6,3,47.364192
2510,0.73,59.0,4,6,3,118.31304000000002
2535,0.7,57.0,5,5,4,114.286221
17347,2.01,58.0,4,3,3,327.63900000000007
591,0.35,56.0,2,5,2,56.81760000000001
499,0.3,58.0,5,6,3,48.88455
3892,1.03,57.0,2,3,2,163.2456
2052,0.57,56.0,5,5,5,93.25581199999999
9724,1.0,60.0,4,5,7,160.652907
1187,0.5,59.0,3,4,3,81.25790400000001
2083,0.7,58.0,5,2,3,115.01318399999998
4368,1.04,57.0,4,2,3,169.06109999999998
1866,0.72,57.0,5,4,2,115.09106100000001
555,0.34,55.0,5,2,5,56.293887999999995
874,0.37,58.0,4,2,7,59.391149999999996
9116,1.5,57.0,2,4,2,242.592975
586,0.27,56.0,5,6,7,45.144736
698,0.31,54.0,5,6,3,51.77718
7575,1.01,58.0,3,7,5,159.36858
1074,0.52,54.0,5,3,3,85.89994
1058,0.39,58.0,3,5,6,63.02331
6473,1.29,57.0,5,6,2,207.222848
6108,1.01,61.0,4,4,4,164.063412
661,0.39,56.0,3,3,4,66.26007
9574,1.23,57.0,4,4,5,202.87216800000002
664,0.29,58.0,3,5,6,49.27262400000001
4574,1.01,55.0,2,3,3,163.22103499999997
1637,0.54,59.0,4,4,4,90.25275599999999
720,0.32,55.0,5,3,5,53.213706
17892,2.01,60.0,5,3,3,326.43149999999997
4839,1.01,58.0,4,3,4,160.82816
11711,1.57,60.0,4,4,4,256.00482
10078,1.52,58.0,4,3,3,244.20114900000004
18014,1.76,55.4,3,4,5,289.0503
627,0.5,57.0,1,5,1,78.59011199999999
9290,1.21,56.0,5,3,6,198.22529999999998
612,0.34,58.0,4,2,4,56.169344
15714,2.16,59.0,5,1,5,351.33441
2735,0.71,59.0,4,6,4,116.913216
847,0.42,60.0,4,3,5,67.87519199999998
4672,1.01,54.0,5,4,3,167.96443499999998
804,0.31,56.0,5,7,6,50.755365
2010,0.67,56.0,5,4,4,109.75439999999999
2789,0.63,57.0,4,6,6,100.20618400000001
14031,1.59,56.0,5,3,5,261.694608
4455,1.02,58.0,4,5,3,163.3248
2652,0.76,56.0,3,4,3,127.23232000000003
983,0.46,54.0,5,5,3,76.28949999999999
2423,0.71,58.0,3,3,5,118.07509999999999
666,0.4,57.0,3,6,2,64.109448
872,0.31,60.0,4,5,5,51.56054999999999
4304,0.9,60.0,4,7,3,143.284882
743,0.33,58.0,4,3,5,54.212125
5831,1.14,56.0,5,3,4,185.39404799999997
6442,1.3,56.0,5,5,2,211.4448
526,0.3,56.0,5,4,4,50.058494999999986
1433,0.5,61.0,4,5,4,81.10529999999999
2777,0.7,58.0,3,7,5,115.781526
2662,0.7,54.0,5,5,3,116.4306
5252,1.25,58.0,5,1,3,201.82325799999998
4909,1.01,60.0,2,7,3,159.18903
462,0.31,60.0,4,4,3,49.955136
5406,1.19,55.0,5,7,2,198.53328299999998
10778,1.71,56.0,5,1,5,275.08057499999995
766,0.3,55.0,5,6,6,49.71273
955,0.33,57.0,5,5,7,54.455774999999996
872,0.31,58.0,4,6,4,49.943417999999994
15511,2.1,56.0,5,2,2,342.41231999999997
752,0.33,57.0,3,4,6,53.183208
16309,2.03,62.0,4,2,4,333.10070400000006
5152,1.0,59.0,4,5,3,160.935984
12748,1.1,56.0,5,6,7,184.59717
5364,1.03,58.0,4,3,4,168.50268000000003
3763,1.2,57.0,5,3,1,199.549464
8219,1.51,57.0,3,3,4,238.03382399999998
10471,1.35,54.0,5,4,5,223.82932000000002
3248,0.61,57.0,5,5,6,100.301202
971,0.33,55.0,5,5,8,55.3168
3079,0.76,56.0,5,6,4,120.17029199999999
12071,1.52,54.0,5,5,3,251.341056
4481,1.08,59.0,3,3,2,174.98489400000003
3896,0.72,56.0,5,7,5,120.44937
583,0.23,54.0,3,6,7,38.830870000000004
630,0.3,59.0,4,4,4,50.528556
3276,0.83,59.0,3,3,4,134.478656
4022,1.0,61.0,4,5,3,157.6575
3004,0.72,56.0,5,5,3,120.26987999999999
7964,1.01,59.0,4,4,6,164.55111000000002
2751,1.02,63.0,2,3,1,157.28008799999998
2770,0.73,58.0,4,4,4,121.28007000000001
12111,1.21,56.0,5,6,5,197.14574
2904,0.79,54.0,3,5,3,130.94314200000002
9789,1.52,60.0,4,7,2,250.716096
16499,2.01,60.0,4,2,3,322.60435199999995
5828,0.9,57.0,5,5,4,147.100512
1342,0.6,58.0,5,2,3,97.323195
4969,1.01,59.0,3,5,3,165.000528
4668,1.16,56.0,5,2,3,187.9618
552,0.3,56.0,2,7,3,48.70191199999999
5759,1.01,59.0,4,4,4,166.38048
1234,0.51,64.0,1,3,5,88.42176
1147,0.58,62.0,3,1,4,95.060192
847,0.42,58.0,4,3,5,68.339888
575,0.25,59.0,3,6,6,40.723956
967,0.32,61.0,4,6,8,53.9883
855,0.4,54.0,2,2,4,66.2688
11153,1.51,58.0,4,4,3,242.00375999999997
6720,1.5,61.0,4,4,2,242.47580000000002
2742,0.83,55.0,5,1,4,135.90112499999998
1439,0.41,55.0,5,5,8,67.999932
5783,1.06,57.0,3,3,4,170.060715
4545,0.9,55.0,3,5,3,147.126024
4073,0.93,61.0,4,2,4,148.656768
673,0.3,56.0,5,5,5,49.482576
1736,0.7,61.0,3,5,1,106.52736400000002
1192,0.41,56.0,5,5,6,67.22592
17894,1.58,56.0,5,6,5,256.35636000000005
4197,1.01,59.0,2,5,2,160.48449
2147,0.55,59.0,3,5,6,88.21799999999999
3769,1.02,59.0,4,3,2,166.715064
3321,0.71,57.0,5,7,4,116.378592
4242,1.01,60.0,4,3,2,163.37344000000002
1106,0.4,55.0,3,6,6,66.99560399999999
1268,0.54,56.0,5,3,3,88.81267499999998
2311,0.72,57.0,4,3,3,117.4173
1746,0.5,58.0,4,6,4,81.249792
1971,0.51,58.0,3,4,7,83.58733600000002
2434,0.73,57.0,5,6,2,121.412732
5211,1.2,56.0,2,2,3,188.22315000000003
684,0.3,56.0,2,4,6,51.014964000000006
2632,0.59,63.0,3,5,8,97.304736
2946,0.77,56.0,5,2,3,127.35268
3154,0.7,57.0,3,6,5,113.47347000000002
11428,1.55,59.0,4,3,4,252.15648000000002
4788,1.14,56.0,3,2,3,182.51472400000003
998,0.38,58.0,4,5,5,63.042407999999995
1369,0.57,57.0,5,4,3,94.53348
4452,1.06,57.0,4,2,3,174.706266
636,0.4,62.0,3,4,3,65.922012
3709,0.86,56.0,5,7,3,140.14704
791,0.37,58.0,4,5,3,58.66417599999999
524,0.3,55.0,3,5,4,50.405328000000004
12773,1.65,58.0,3,3,5,273.333312
904,0.41,62.0,4,6,3,67.363044
3546,1.01,58.0,2,6,2,162.788535
1708,0.67,61.4,2,2,4,107.70143999999999
16129,1.51,59.0,3,6,5,252.104424
2479,0.77,56.0,5,3,4,126.11079
1699,0.52,56.0,5,3,5,85.38236500000001
1896,0.76,54.0,5,1,3,124.95248999999998
8377,1.22,58.0,3,4,4,193.75104
4503,1.03,59.0,3,5,2,164.604
2185,0.51,57.0,4,6,6,85.63316999999999
11843,1.69,53.0,5,4,3,281.26079999999996
4155,1.0,64.0,2,2,4,162.499365
1235,0.42,58.0,4,4,7,67.88675400000001
2317,0.51,55.0,5,6,7,82.71052800000001
681,0.37,58.0,4,7,3,59.59953999999999
2806,0.7,55.0,5,5,3,115.89978399999998
2776,0.72,60.5,2,4,4,117.53584000000001
3669,1.12,57.0,1,2,2,176.21045
2327,0.74,57.0,5,2,3,120.06144
769,0.26,56.0,5,7,6,43.428920000000005
13744,2.01,60.0,1,1,4,307.848376
450,0.33,61.0,4,1,4,54.713793
1867,0.53,54.0,5,4,6,87.84308
7785,1.01,61.0,4,7,5,162.48192
4222,1.16,57.0,1,3,2,184.6312
1611,0.55,56.0,5,7,3,91.4628
4955,1.12,55.0,5,4,2,183.63052799999997
8339,1.01,55.0,2,7,5,162.928612
6597,1.02,59.0,3,5,4,164.70272
12094,1.32,57.0,5,4,5,212.27832
645,0.32,56.0,5,5,4,51.70584
15729,2.01,55.0,5,2,4,318.728704
3924,1.04,58.6,3,1,2,163.523295
5595,1.17,58.0,3,4,2,196.60485600000004
3175,0.9,61.0,4,4,2,140.047206
4228,0.86,56.0,5,6,3,142.377312
7948,1.25,57.0,4,4,4,203.62388
1999,0.7,66.0,1,4,2,106.6044
2333,0.7,60.0,4,3,5,111.254715
525,0.38,54.0,5,1,3,64.007487
1190,0.42,55.0,3,3,4,70.728471
596,0.34,58.0,4,4,4,56.591930999999995
5236,1.06,58.0,4,3,5,174.94687000000002
4685,0.9,59.0,2,3,4,148.554972
3951,1.12,61.0,2,1,3,176.4165
2949,0.99,67.0,1,1,3,161.85195
1231,0.41,56.0,4,6,6,67.78613600000001
726,0.36,58.0,4,3,6,58.56903999999999
9199,1.63,60.0,3,2,3,264.22433
513,0.23,60.0,4,6,5,37.53013500000001
462,0.31,56.0,3,4,3,51.32484
886,0.3,55.0,5,5,8,50.55047999999999
759,0.31,54.0,5,4,7,50.50458
1179,0.46,59.7,3,4,5,74.88298999999999
2682,0.76,57.0,5,7,2,123.802965
540,0.3,61.0,4,3,3,47.364974999999994
475,0.3,57.0,5,5,3,49.85376999999999
506,0.3,61.0,4,4,2,50.858765999999996
14477,2.04,52.0,3,2,2,331.54840399999995
1944,0.54,59.0,4,2,6,89.150688
933,0.3,55.0,5,7,7,50.47914
2695,0.71,56.0,3,3,6,113.843104
816,0.31,55.0,5,4,7,50.244640000000004
8736,1.5,59.0,2,2,3,234.27236700000003
855,0.4,58.0,4,7,2,67.14048
5126,0.93,57.0,5,4,3,155.403399
902,0.39,57.0,5,4,6,64.3454
1345,0.56,55.0,4,4,3,91.927968
828,0.32,56.0,5,5,4,51.989453
2409,0.7,55.0,5,5,3,115.01318399999998
596,0.4,59.0,2,4,2,64.47225000000002
2793,0.76,56.0,5,2,4,125.23703700000002
987,0.31,60.0,3,6,8,52.065000000000005
2745,0.51,54.0,5,6,7,84.01146600000001
7134,1.21,55.0,5,2,6,196.16921100000002
6591,1.02,56.0,5,4,4,165.68832
3489,0.89,59.0,4,3,5,143.91525000000001
1563,0.58,60.0,2,7,2,97.375005
5091,1.16,57.0,5,2,3,187.526383
855,0.4,57.0,3,6,2,64.33596
1098,0.5,59.0,2,6,2,84.501288
828,0.32,59.0,4,4,5,52.513560000000005
15238,2.2,59.0,4,2,2,348.053706
5756,1.01,61.0,2,4,4,162.05879
3518,0.74,55.0,5,6,4,123.36392
8923,1.54,60.0,5,4,2,243.999216
2608,0.54,60.0,4,6,5,84.14693999999999
1319,0.31,57.0,5,6,8,51.104867999999996
536,0.34,56.0,2,5,2,54.967439999999996
413,0.3,58.0,5,7,2,49.268471999999996
523,0.32,56.0,5,3,4,53.183208
680,0.38,56.0,5,3,4,62.40499199999999
664,0.29,58.0,3,5,7,47.3484
1608,0.5,58.0,5,3,6,83.551728
6542,1.23,58.0,3,3,3,196.632968
8295,1.09,57.0,5,4,6,179.00215199999997
1723,0.7,57.0,1,1,3,109.09079999999999
1554,0.6,56.0,3,5,3,97.43328
2332,0.64,59.0,3,7,4,109.60530000000001
1838,0.5,58.0,3,3,7,79.657092
683,0.41,58.0,4,7,2,66.925008
3806,0.9,58.0,2,7,2,145.66463999999996
2205,0.52,56.0,3,5,7,86.35968
1763,0.7,63.0,2,2,3,110.176664
12979,2.03,59.0,4,1,3,328.54494399999993
17393,1.59,58.0,4,6,5,261.729062
5854,1.01,56.0,4,5,3,168.66262
3282,0.92,58.0,1,5,2,147.479148
868,0.33,54.0,5,4,7,55.270655999999995
9133,1.23,56.0,5,4,5,204.878736
687,0.24,57.0,5,7,5,38.8864
1722,0.53,55.0,3,4,5,87.8724
828,0.32,59.0,4,5,4,51.84872000000001
749,0.37,59.0,4,2,5,58.941155
1252,0.46,55.0,5,3,4,76.595886
4404,0.97,55.0,3,3,3,155.1375
8848,1.71,58.0,4,1,3,277.394648
4268,1.03,56.0,5,5,2,168.692979
2737,0.7,59.0,4,6,4,111.77056000000002
1388,0.58,57.0,3,4,3,94.98925
829,0.35,55.0,5,7,4,56.901376000000006
16442,2.03,61.0,3,3,2,345.06170399999996
3990,0.9,57.0,5,7,2,144.0576
2930,0.71,57.0,5,4,7,115.69574999999999
10704,1.01,56.0,3,6,7,166.30552699999998
9651,2.03,63.0,2,2,2,310.525152
819,0.3,56.0,5,3,7,48.5673
540,0.3,55.0,2,3,3,49.245056
773,0.42,57.0,5,5,3,69.464577
718,0.3,57.0,5,7,5,48.612564
17068,2.01,61.0,4,3,4,319.51290800000004
705,0.41,58.0,2,6,3,65.606112
5880,1.2,57.0,3,5,2,193.46865600000004
1642,0.67,67.0,1,5,3,109.14085
1974,0.7,54.0,1,5,3,112.214916
1407,0.58,55.0,4,6,3,94.91143199999999
2022,0.62,59.0,3,7,4,105.042808
6774,1.12,54.0,5,4,4,181.81499
11562,1.55,58.0,4,3,5,250.39676000000003
391,0.24,56.0,3,4,5,39.6552
2285,0.72,58.0,3,7,3,117.04835999999999
1581,0.52,57.0,5,3,6,85.69728000000002
8652,1.27,56.0,5,3,5,206.84520499999996
18462,2.16,55.0,5,1,5,351.75618
8752,1.57,59.0,4,1,5,253.98597600000002
720,0.32,58.0,4,4,4,50.99591999999999
4460,0.9,56.0,2,4,5,145.215645
945,0.42,57.0,5,2,7,69.34724
16580,2.0,58.0,3,5,3,318.76509000000004
3640,1.0,56.0,4,4,2,161.2884
13317,2.15,58.0,2,4,2,345.79168000000004
948,0.43,57.0,2,5,3,71.02752
3024,0.72,61.0,4,6,4,116.39289600000001
921,0.42,55.0,5,4,5,68.800452
1675,0.5,58.0,4,6,5,79.918652
941,0.44,57.0,5,3,3,73.28832
851,0.5,67.0,1,6,2,82.12648399999999
703,0.38,54.4,5,2,5,62.43467999999999
5577,1.04,57.0,5,3,5,167.551728
11943,1.56,57.0,5,5,3,250.600812
924,0.4,62.0,4,7,3,63.62625
729,0.31,57.0,5,5,5,50.333584
814,0.33,56.0,5,6,6,54.991800000000005
1753,0.53,55.0,5,5,4,88.24088
8418,1.6,55.0,5,1,3,259.747488
1668,0.55,56.0,5,6,3,90.0887
558,0.31,60.0,4,3,3,51.68348099999999
798,0.39,58.0,3,4,5,63.406924000000004
6957,1.0,57.0,3,5,4,158.567755
589,0.32,55.0,5,2,7,52.34636
995,0.34,57.0,5,3,7,55.57104
11455,1.71,56.0,5,2,4,278.32406100000003
3590,0.95,63.0,3,6,2,154.006216
5458,1.14,58.0,4,3,3,185.28859799999998
1200,0.38,57.0,5,7,6,61.839206
4078,0.9,56.0,5,7,2,148.756608
17327,2.04,58.0,5,1,8,330.077
3872,0.9,57.0,3,2,7,144.237996
5969,1.24,59.0,4,7,2,203.147316
8580,1.2,58.0,4,5,5,191.07396
956,0.3,57.0,5,4,8,49.39108999999999
9234,1.51,56.0,5,4,2,239.95035
735,0.41,56.0,5,7,3,67.43266200000001
2410,0.71,60.0,4,6,2,120.17651000000002
684,0.3,58.0,3,3,7,48.612564
568,0.36,55.0,5,3,4,60.04294500000001
1781,0.51,60.0,4,6,4,83.117056
3649,0.92,57.0,2,6,3,150.43940800000001
7567,1.26,52.0,3,3,4,206.41888799999998
4362,1.08,58.0,3,4,2,180.09264000000002
10567,1.5,60.0,4,3,3,237.30233700000002
2195,0.57,56.0,5,3,8,93.22169999999998
1061,0.41,61.0,4,4,4,65.06835000000001
6129,1.2,60.0,4,3,3,200.23426800000001
9850,2.05,58.0,4,2,2,329.76580800000005
1160,0.44,54.0,5,4,7,72.990096
1016,0.43,57.0,5,5,3,69.1416
3640,1.0,57.0,2,3,2,159.55219200000002
682,0.31,60.0,5,6,5,50.838395
9682,1.51,59.0,4,2,4,247.53549600000002
11795,1.5,58.0,4,6,3,240.28339200000002
6168,1.08,57.0,3,4,4,172.95929999999998
956,0.34,60.0,4,6,4,55.484726
2012,0.52,55.0,5,4,6,84.54144000000001
6449,1.0,58.0,3,4,4,159.420888
7560,1.5,62.0,1,6,2,222.364352
2729,0.9,60.0,2,1,3,143.865288
5396,1.0,59.0,4,6,3,160.57920000000001
2652,0.8,56.0,3,5,2,129.788724
15708,2.0,65.0,2,2,5,308.30382
4193,1.04,56.0,5,3,2,173.105324
3905,1.23,61.0,5,3,1,196.27853
4463,0.9,55.0,2,6,3,145.35456
8543,1.27,57.0,5,4,5,208.43924399999997
15840,2.0,61.0,3,3,3,321.36264000000006
2401,0.58,56.0,5,5,6,95.55955999999999
6206,1.23,60.0,4,2,4,202.55566500000003
3881,0.9,61.0,3,5,3,144.100362
720,0.4,57.0,2,7,3,65.40802000000001
917,0.32,54.0,5,6,7,52.49244
475,0.3,56.0,5,5,3,50.76086400000001
506,0.3,58.0,4,1,5,48.90905999999999
5207,1.26,58.0,4,1,3,207.21086100000002
642,0.28,56.0,3,6,6,46.675968000000005
9229,1.6,58.0,4,6,3,262.9935
789,0.36,57.0,5,5,5,58.665312
4622,1.01,61.0,3,3,3,162.15519600000002
979,0.38,53.5,5,6,5,62.29954
886,0.32,59.0,3,5,7,52.712475
1190,0.5,60.0,2,7,3,81.62700000000001
1755,0.58,56.0,5,3,4,96.22766999999999
3485,0.91,60.0,2,3,3,145.35456
13133,2.01,57.2,4,1,2,327.984525
4129,0.9,61.0,3,3,4,141.51840800000002
2703,0.7,55.0,5,6,3,114.00711600000001
670,0.3,58.0,5,7,4,48.813336
13298,1.62,58.0,4,5,3,260.304849
3760,0.71,52.0,3,6,6,119.84192
7986,1.39,58.0,4,3,3,225.77412
10065,1.09,58.0,4,4,8,177.92543999999998
18166,2.03,59.0,4,4,4,330.52388599999995
6323,1.31,59.0,4,2,4,212.168268
779,0.31,56.0,5,7,6,50.78289600000001
13284,1.54,60.0,3,4,5,255.23907499999999
1412,0.59,57.0,3,5,3,97.75411799999999
1359,0.32,56.0,5,6,8,52.270920000000004
4805,1.0,59.0,4,6,3,160.8768
16080,2.16,60.0,3,2,4,361.79496000000006
9278,1.42,62.0,3,6,3,226.62936
10574,1.7,58.0,4,4,2,270.68844
5436,1.07,59.0,4,5,3,175.200876
906,0.35,55.0,5,3,6,57.05280000000001
576,0.32,56.0,5,2,4,52.95144000000001
1098,0.52,56.0,5,3,3,86.19264
3282,0.9,61.0,1,3,3,139.992
6126,1.01,60.0,2,4,4,156.52428
914,0.31,54.0,3,5,8,51.870484
9846,1.21,57.0,4,5,5,201.49529399999997
499,0.26,57.0,3,5,5,43.389269999999996
551,0.34,60.0,3,5,3,56.762159999999994
486,0.27,59.0,4,3,6,44.981745
15022,1.5,58.0,3,5,5,248.47777499999998
1860,0.7,63.0,2,6,2,110.74000000000001
555,0.43,62.0,3,6,1,71.63000000000001
457,0.3,57.0,5,3,4,48.953841999999995
17489,2.02,60.0,4,3,3,330.776082
3078,0.75,58.0,2,7,3,118.33981499999999
4967,1.28,57.0,5,1,3,209.11737599999998
1249,0.41,58.0,3,6,7,66.8116
3541,1.52,58.0,4,2,1,246.83945999999995
720,0.32,59.0,4,2,6,51.63362999999999
6537,1.29,58.0,3,2,4,208.29716000000002
3872,0.74,53.4,3,6,5,121.85916
3107,0.76,59.0,4,6,4,121.39545600000001
362,0.24,56.0,3,6,4,39.78996
2233,0.51,56.0,5,6,5,83.810784
693,0.4,59.0,3,6,4,64.11787199999999
644,0.35,58.0,4,7,3,57.535874
5921,1.18,58.0,4,2,5,189.32056
6032,1.02,60.0,4,6,4,167.99529600000002
16778,2.01,58.0,4,2,4,316.172388
5822,1.2,59.0,4,3,3,191.35577999999998
837,0.31,57.0,5,2,8,51.17728
8334,1.2,56.0,3,5,4,193.01236200000002
11642,1.52,53.0,5,6,3,246.54144599999998
544,0.31,60.0,3,4,4,49.913703000000005
14634,2.06,58.0,4,6,2,346.61350999999996
1267,0.57,55.0,3,2,4,94.49450399999999
2045,0.52,61.0,3,4,7,83.099331
1712,0.56,59.0,3,5,5,93.39659999999999
1232,0.39,57.0,5,7,6,63.78753
2362,0.71,55.0,4,4,2,117.290252
958,0.42,59.0,3,6,4,68.544
505,0.32,55.0,5,3,4,52.41984000000001
1055,0.59,61.0,4,1,4,94.06584000000001
1372,0.63,57.0,5,2,3,102.10302
2425,0.76,55.0,4,5,2,125.33807999999999
8793,1.22,59.0,3,4,8,197.0334
559,0.31,57.0,3,4,4,51.222081
4381,1.02,60.0,1,7,2,160.41168
11087,1.53,58.0,4,3,4,270.97571999999997
467,0.25,56.0,3,3,7,41.88437
773,0.42,58.0,4,5,3,69.390195
2197,0.62,56.0,5,3,7,101.638656
683,0.41,57.0,3,6,2,65.80376000000001
2802,0.72,58.0,4,5,5,119.6316
878,0.3,55.0,5,4,6,49.2264
1118,0.43,56.0,5,4,7,71.4429
1082,0.41,59.0,4,7,5,67.83744
1963,0.57,57.0,5,7,4,92.34456
854,0.33,58.0,4,4,5,53.01715200000001
7126,1.29,55.0,5,5,2,210.46824
4128,0.9,56.0,5,7,4,148.4125
882,0.4,56.0,3,6,3,64.335075
